iso_code,continent,location,date,Cases,Deaths x50,new_deaths_smoothed_per_million
GBR,Europe,United Kingdom,2021-07-05,368.43,13.400,0.268
GBR,Europe,United Kingdom,2021-07-06,385.957,14.850,0.297
GBR,Europe,United Kingdom,2021-07-07,399.343,16.850,0.337
GBR,Europe,United Kingdom,2021-07-08,408.663,18.350,0.367
GBR,Europe,United Kingdom,2021-07-09,427.559,18.650,0.373
GBR,Europe,United Kingdom,2021-07-10,442.995,20.300,0.406
GBR,Europe,United Kingdom,2021-07-11,458.674,21.450,0.429
GBR,Europe,United Kingdom,2021-07-12,474.81,21.150,0.423
GBR,Europe,United Kingdom,2021-07-13,491.296,22.50,0.45
GBR,Europe,United Kingdom,2021-07-14,512.496,24.300,0.486
GBR,Europe,United Kingdom,2021-07-15,547.149,27.550,0.551
GBR,Europe,United Kingdom,2021-07-16,580.794,29.550,0.591
GBR,Europe,United Kingdom,2021-07-17,627.601,30.900,0.618
GBR,Europe,United Kingdom,2021-07-18,662.088,31.100,0.622
GBR,Europe,United Kingdom,2021-07-19,674.364,32.450,0.649
GBR,Europe,United Kingdom,2021-07-20,695.702,37.900,0.758
GBR,Europe,United Kingdom,2021-07-21,699.678,40.300,0.806
GBR,Europe,United Kingdom,2021-07-22,681.64,42.100,0.842
GBR,Europe,United Kingdom,2021-07-23,648.43,43.650,0.873
GBR,Europe,United Kingdom,2021-07-24,601.182,47.950,0.959
GBR,Europe,United Kingdom,2021-07-25,561.573,47.950,0.959
GBR,Europe,United Kingdom,2021-07-26,528.608,47.450,0.949
GBR,Europe,United Kingdom,2021-07-27,479.835,50.50,1.01
GBR,Europe,United Kingdom,2021-07-28,441.364,56.150,1.123
GBR,Europe,United Kingdom,2021-07-29,422.183,56.850,1.137
GBR,Europe,United Kingdom,2021-07-30,408.003,57.300,1.146
GBR,Europe,United Kingdom,2021-07-31,395.767,55.600,1.112
GBR,Europe,United Kingdom,2021-08-01,385.789,59.50,1.19
GBR,Europe,United Kingdom,2021-08-02,380.249,60.650,1.213
GBR,Europe,United Kingdom,2021-08-03,377.011,61.600,1.232
GBR,Europe,United Kingdom,2021-08-04,384.212,60.950,1.219
GBR,Europe,United Kingdom,2021-08-05,382.407,60.850,1.217
GBR,Europe,United Kingdom,2021-08-06,387.245,63.350,1.267
GBR,Europe,United Kingdom,2021-08-07,392.611,66.600,1.332
GBR,Europe,United Kingdom,2021-08-08,399.043,64.50,1.29
GBR,Europe,United Kingdom,2021-08-09,404.843,65.750,1.315
GBR,Europe,United Kingdom,2021-08-10,408.223,66.400,1.328
GBR,Europe,United Kingdom,2021-08-11,408.705,65.050,1.301
GBR,Europe,United Kingdom,2021-08-12,414.728,65.550,1.311
GBR,Europe,United Kingdom,2021-08-13,416.626,66.400,1.328
GBR,Europe,United Kingdom,2021-08-14,418.473,65.450,1.309
GBR,Europe,United Kingdom,2021-08-15,416.882,66.900,1.338
GBR,Europe,United Kingdom,2021-08-16,423.797,65.850,1.317
GBR,Europe,United Kingdom,2021-08-17,430.583,68.400,1.368
GBR,Europe,United Kingdom,2021-08-18,439.751,68.700,1.374
GBR,Europe,United Kingdom,2021-08-19,447.392,70.700,1.414
GBR,Europe,United Kingdom,2021-08-20,457.003,72.150,1.443
GBR,Europe,United Kingdom,2021-08-21,462.574,73.200,1.464
GBR,Europe,United Kingdom,2021-08-22,474.199,72.150,1.443
GBR,Europe,United Kingdom,2021-08-23,481.525,73.750,1.475
GBR,Europe,United Kingdom,2021-08-24,490.014,74.150,1.483
GBR,Europe,United Kingdom,2021-08-25,493.91,78.100,1.562
GBR,Europe,United Kingdom,2021-08-26,497.227,81.050,1.621
GBR,Europe,United Kingdom,2021-08-27,498.748,79.700,1.594
GBR,Europe,United Kingdom,2021-08-28,499.284,82.750,1.655
GBR,Europe,United Kingdom,2021-08-29,501.29,84.00,1.68
GBR,Europe,United Kingdom,2021-08-30,489.622,84.600,1.692
GBR,Europe,United Kingdom,2021-08-31,492.565,71.750,1.435
GBR,Europe,United Kingdom,2021-09-01,492.479,77.800,1.556
GBR,Europe,United Kingdom,2021-09-02,492.196,81.600,1.632
GBR,Europe,United Kingdom,2021-09-03,501.623,83.650,1.673
GBR,Europe,United Kingdom,2021-09-04,511.222,82.300,1.646
GBR,Europe,United Kingdom,2021-09-05,518.664,83.050,1.661
GBR,Europe,United Kingdom,2021-09-06,549.434,82.750,1.655
GBR,Europe,United Kingdom,2021-09-07,560.677,99.400,1.988
GBR,Europe,United Kingdom,2021-09-08,566.964,97.700,1.954
GBR,Europe,United Kingdom,2021-09-09,566.101,96.550,1.931
GBR,Europe,United Kingdom,2021-09-10,554.911,99.300,1.986
GBR,Europe,United Kingdom,2021-09-11,538.519,103.050,2.061
GBR,Europe,United Kingdom,2021-09-12,521.965,101.800,2.036
GBR,Europe,United Kingdom,2021-09-13,499.847,103.550,2.071
GBR,Europe,United Kingdom,2021-09-14,477.286,101.150,2.023
GBR,Europe,United Kingdom,2021-09-15,459.11,102.200,2.044
GBR,Europe,United Kingdom,2021-09-16,436.174,101.350,2.027
GBR,Europe,United Kingdom,2021-09-17,426.862,104.850,2.097
GBR,Europe,United Kingdom,2021-09-18,428.07,105.650,2.113
GBR,Europe,United Kingdom,2021-09-19,429.446,106.200,2.124
GBR,Europe,United Kingdom,2021-09-20,441.022,104.950,2.099
GBR,Europe,United Kingdom,2021-09-21,450.29,106.700,2.134
GBR,Europe,United Kingdom,2021-09-22,458.517,103.250,2.065
GBR,Europe,United Kingdom,2021-09-23,477.845,107.050,2.141
GBR,Europe,United Kingdom,2021-09-24,484.443,107.050,2.141
GBR,Europe,United Kingdom,2021-09-25,485.49,103.350,2.067
GBR,Europe,United Kingdom,2021-09-26,493.386,103.700,2.074
GBR,Europe,United Kingdom,2021-09-27,496.821,102.650,2.053
GBR,Europe,United Kingdom,2021-09-28,504.484,99.800,1.996
GBR,Europe,United Kingdom,2021-09-29,507.494,98.950,1.979
GBR,Europe,United Kingdom,2021-09-30,507.465,92.900,1.858
GBR,Europe,United Kingdom,2021-10-01,505.303,87.450,1.749
GBR,Europe,United Kingdom,2021-10-02,504.348,86.900,1.738
GBR,Europe,United Kingdom,2021-10-03,497.334,84.700,1.694
GBR,Europe,United Kingdom,2021-10-04,490.881,84.700,1.694
GBR,Europe,United Kingdom,2021-10-05,487.41,83.550,1.671
GBR,Europe,United Kingdom,2021-10-06,495.068,82.50,1.65
GBR,Europe,United Kingdom,2021-10-07,503.582,81.150,1.623
GBR,Europe,United Kingdom,2021-10-08,504.495,81.050,1.621
GBR,Europe,United Kingdom,2021-10-09,525.383,84.400,1.688
GBR,Europe,United Kingdom,2021-10-10,533.625,83.900,1.678
GBR,Europe,United Kingdom,2021-10-11,544.591,82.650,1.653
GBR,Europe,United Kingdom,2021-10-12,554.362,84.50,1.69
